CaseID,Activity,Timestamp,Axis_X,Axis_Y,Quadrant,Activity_Q,ActXPosition,Distance_명령값,Velocity,Accel,O2_ratio
10,Melting Layer(Poly),2023-10-14 09:30:41.336,-0.599533081054688,-2.60289001464844,3.0,Melting Layer(Poly)_3,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,-2.98965454101563,-3.98268127441406,3.0,Melting Layer(Poly)_3,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,-0.599853515625,3.26266479492188,2.0,Melting Layer(Poly)_2,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,3.43441772460938,0.93310546875,1.0,Melting Layer(Poly)_1,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.336,0.74468994140625,-1.82647705078125,4.0,Melting Layer(Poly)_4,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.337,3.29054260253906,-0.12945556640625,4.0,Melting Layer(Poly)_4,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.337,-1.94471740722656,4.03907775878906,2.0,Melting Layer(Poly)_2,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.337,2.08955383300781,-1.04974365234375,4.0,Melting Layer(Poly)_4,,,,,
10,Melting Layer(Poly),2023-10-14 09:30:41.337,4.47999572753906,0.329727172851563,1.0,Melting Layer(Poly)_1,,,,,
10,Laser Layer 완료,2023-10-14 09:30:41.549,,,,,,,,,
11,Bulid,2023-10-14 09:30:41.732,,,,,0,240,800,3000,
11,Blade_1,2023-10-14 09:30:48.880,,,,,0,0,1000,4000,
11,Left,2023-10-14 09:30:49.750,,,,,0,100,800,3000,
11,Blade_2,2023-10-14 09:30:56.900,,,,,240,6400,1000,4000,
11,Melting Layer,2023-10-14 09:30:57.400,,,,,,,,,0.07
11,Melting Layer(Poly),2023-10-14 09:30:57.455,-2.98965454101563,4.64277648925781,2.0,Melting Layer(Poly)_2,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,2.08955383300781,1.7098388671875,1.0,Melting Layer(Poly)_1,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,-1.94439697265625,-3.37930297851563,3.0,Melting Layer(Poly)_3,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,3.29054260253906,0.789230346679688,1.0,Melting Layer(Poly)_1,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,0.74468994140625,2.48625183105469,1.0,Melting Layer(Poly)_1,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,3.43441772460938,-0.273330688476563,4.0,Melting Layer(Poly)_4,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,-0.599533081054688,-2.60289001464844,3.0,Melting Layer(Poly)_3,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,-2.98965454101563,-3.98268127441406,3.0,Melting Layer(Poly)_3,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,-0.599853515625,3.26266479492188,2.0,Melting Layer(Poly)_2,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,3.43441772460938,0.93310546875,1.0,Melting Layer(Poly)_1,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.455,0.74468994140625,-1.82647705078125,4.0,Melting Layer(Poly)_4,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.456,3.29054260253906,-0.12945556640625,4.0,Melting Layer(Poly)_4,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.456,-1.94471740722656,4.03907775878906,2.0,Melting Layer(Poly)_2,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.456,2.08955383300781,-1.04974365234375,4.0,Melting Layer(Poly)_4,,,,,
11,Melting Layer(Poly),2023-10-14 09:30:57.456,4.47999572753906,0.329727172851563,1.0,Melting Layer(Poly)_1,,,,,
11,Laser Layer 완료,2023-10-14 09:30:57.670,,,,,,,,,
12,Bulid,2023-10-14 09:30:57.853,,,,,0,270,800,3000,
12,Blade_1,2023-10-14 09:31:05.001,,,,,0,0,1000,4000,
12,Left,2023-10-14 09:31:05.871,,,,,0,100,800,3000,
12,Blade_2,2023-10-14 09:31:13.019,,,,,270,6400,1000,4000,
12,Melting Layer,2023-10-14 09:31:13.519,,,,,,,,,0.07
